Spot Mag Potas Thor Uran
105 230 62 45 59 
112 235 64 47 64 
85 239 67 49 66 
102 244 67 48 69 
130 247 71 45 73 
85 249 69 44 77 
68 251 69 46 85 
88 252 67 53 96 
71 253 69 60 107 
49 255 71 65 111 
62 255 78 68 113 
66 255 83 71 108 
83 255 92 75 104 
69 255 102 80 100 
98 255 99 83 100 
45 255 102 83 102 
83 255 102 83 102 
100 255 102 83 102 
85 255 102 82 100 
120 255 95 81 101 
42 255 90 79 104 
56 255 85 75 106 
56 255 83 70 109 
74 255 81 67 109 
68 255 81 67 106 
40 255 81 66 103 
73 255 88 67 101 
64 255 85 67 100 
71 255 85 68 99 
47 255 88 70 100 
45 255 88 70 101 
52 255 88 71 97 
27 255 81 75 92 
54 255 74 84 85 
51 255 67 91 78 
28 255 62 95 73 
54 255 60 93 71 
54 255 64 85 79 
37 255 69 76 86 
39 255 74 71 92 
61 255 74 68 98 
42 255 64 74 94 
52 255 64 78 92 
74 255 60 78 87 
51 255 57 77 84 
64 255 55 75 81 
32 255 53 74 77 
47 255 51 75 73 
61 255 46 75 70 
56 255 44 74 68 
44 255 39 72 67 
35 255 34 69 66 
79 255 34 65 67 
61 255 34 65 68 
44 255 32 64 67 
61 255 32 63 65 
62 255 41 63 65 
51 255 48 67 62 
40 255 53 67 58 
59 249 53 66 54 
83 232 53 62 51 
59 217 46 61 47 
51 206 39 59 45 
40 204 34 57 46 
86 209 37 57 47 
66 218 39 58 51 
40 230 39 59 52 
47 243 41 60 54 
17 253 39 63 53 
90 255 37 65 54 
56 255 37 67 56 
141 255 34 69 56 
113 255 37 71 59 
49 255 39 74 61 
30 255 44 76 65 
69 255 51 79 70 
59 255 57 81 77 
61 255 62 84 83 
18 255 67 88 91 
45 255 71 93 97 
44 255 74 100 101 
86 255 76 107 102 
59 254 81 114 102 
68 162 55 48 44 
74 160 60 47 45 
98 159 60 48 46 
103 159 60 47 45 
113 159 57 47 45 
108 159 57 47 45 
78 159 55 47 46 
85 160 55 45 46 
39 161 55 43 48 
78 161 55 41 48 
71 162 60 42 46 
10 163 67 42 44 
76 164 69 46 41 
108 166 69 49 40 
127 167 69 50 40 
136 168 69 48 40 
86 170 71 45 42 
156 171 76 43 46 
141 173 78 42 49 
125 175 78 41 49 
147 176 78 41 51 
56 178 78 41 50 
105 180 76 41 49 
113 182 74 41 50 
100 184 74 41 50 
45 186 78 40 49 
159 188 81 39 50 
129 190 83 39 51 
113 192 78 39 53 
141 193 81 40 53 
107 195 83 40 53 
100 196 85 45 50 
76 197 81 47 48 
154 196 81 50 47 
130 196 81 52 46 
119 197 78 51 48 
112 198 76 47 50 
79 200 76 44 52 
112 202 74 40 54 
103 205 74 40 54 
88 209 71 41 53 
105 212 69 44 51 
88 217 69 45 51 
105 221 67 45 52 
103 225 67 44 56 
130 230 64 46 60 
105 235 67 47 63 
129 239 69 48 65 
90 244 69 48 66 
79 247 71 48 69 
144 249 69 45 73 
102 251 69 49 79 
76 252 67 56 89 
74 254 67 62 99 
39 255 71 67 106 
44 255 71 69 108 
64 255 81 73 106 
39 255 90 78 101 
40 255 95 82 99 
73 255 99 83 98 
100 255 102 83 99 
83 255 102 84 100 
66 255 102 83 101 
88 255 104 82 100 
61 255 97 81 101 
44 255 92 77 106 
40 255 88 74 109 
39 255 88 71 111 
71 255 88 69 111 
66 255 88 68 107 
96 255 88 67 104 
79 255 90 67 103 
66 255 90 67 101 
115 255 88 68 99 
42 255 88 70 100 
66 255 88 70 99 
96 255 83 72 95 
91 255 78 76 89 
85 255 71 83 83 
56 255 64 91 76 
61 255 57 98 71 
45 255 57 98 69 
66 255 64 85 80 
30 255 71 75 92 
54 255 76 72 99 
103 255 76 75 103 
52 255 71 81 101 
28 255 69 86 97 
22 255 67 85 92 
39 255 60 80 87 
45 255 57 76 83 
79 255 55 73 78 
66 255 51 72 73 
71 255 46 71 70 
54 255 41 69 68 
51 255 39 68 68 
51 255 37 67 67 
44 255 34 64 68 
51 255 34 65 69 
61 255 34 65 69 
56 255 32 65 70 
40 255 39 68 69 
83 255 44 71 64 
66 254 48 73 59 
71 244 48 71 53 
78 223 44 66 49 
59 206 34 60 46 
61 196 34 54 46 
30 194 34 50 46 
51 198 37 49 48 
44 207 39 51 49 
59 218 39 55 50 
71 232 37 59 49 
32 247 37 63 48 
100 255 32 68 49 
37 255 27 71 49 
110 255 30 73 49 
141 255 34 73 54 
119 255 39 73 60 
45 255 44 73 66 
62 255 53 76 72 
56 255 57 79 78 
51 255 62 81 85 
52 255 64 85 91 
45 255 67 89 96 
62 255 67 95 99 
30 255 67 102 99 
39 255 69 110 98 
51 162 53 46 42 
51 160 57 46 45 
85 159 60 47 46 
103 159 60 47 47 
88 159 57 48 47 
71 159 55 49 45 
69 159 53 51 44 
54 160 55 48 45 
49 160 55 45 47 
113 161 57 43 47 
129 162 57 43 45 
124 163 64 42 43 
151 164 69 43 43 
164 166 71 44 44 
71 167 71 44 44 
110 168 71 45 42 
96 170 74 44 43 
112 171 76 41 46 
85 173 78 42 48 
96 174 76 42 48 
108 176 76 42 48 
122 178 76 42 48 
132 180 76 42 49 
90 182 74 42 48 
103 183 71 40 48 
88 185 83 39 48 
90 187 88 37 48 
103 189 85 38 49 
64 190 85 37 51 
93 192 81 39 53 
163 193 83 42 52 
110 194 83 47 50 
112 195 81 52 48 
115 195 81 53 45 
146 196 81 52 48 
95 196 78 49 50 
130 198 76 45 53 
125 199 76 41 54 
115 202 74 40 54 
141 205 74 40 53 
141 208 71 44 49 
161 212 71 46 46 
170 216 71 48 46 
156 220 69 48 49 
105 225 69 45 55 
161 230 67 47 59 
105 235 69 47 63 
151 239 69 48 64 
139 244 71 48 65 
83 247 74 48 67 
49 249 71 48 70 
83 252 67 52 74 
100 253 64 59 81 
105 255 67 64 92 
76 255 69 68 100 
35 255 74 71 104 
124 255 81 75 103 
57 255 88 80 100 
130 255 97 84 98 
35 255 102 84 98 
44 255 102 83 99 
45 255 104 84 99 
34 255 104 82 101 
61 255 106 82 101 
59 255 99 80 103 
98 255 95 76 107 
49 255 92 74 112 
61 255 92 71 114 
52 255 95 70 111 
64 255 92 69 109 
59 255 92 69 107 
17 255 95 69 106 
59 255 92 69 103 
76 255 90 69 101 
49 255 88 71 99 
117 255 85 73 96 
52 255 81 75 92 
20 255 74 78 87 
71 255 69 83 83 
27 255 62 91 77 
66 255 55 97 70 
42 255 57 98 72 
69 255 64 86 82 
20 255 74 75 94 
15 255 78 72 103 
27 255 76 77 106 
28 255 76 86 104 
42 255 71 93 101 
57 255 67 92 96 
25 255 67 85 91 
40 255 60 79 85 
56 255 55 73 79 
69 255 51 70 75 
68 255 46 67 71 
49 255 44 66 70 
40 255 39 65 68 
35 255 37 64 69 
66 255 34 65 69 
59 255 34 65 70 
66 255 34 65 71 
90 255 34 66 73 
71 255 34 70 72 
79 255 41 76 67 
64 254 41 78 58 
79 243 39 76 50 
68 220 37 68 47 
34 201 34 59 45 
69 191 32 49 45 
141 189 34 44 46 
105 191 37 43 48 
74 198 37 47 48 
69 209 37 52 48 
44 223 34 57 46 
110 241 32 63 44 
132 253 27 70 42 
139 255 20 75 42 
149 255 20 77 43 
134 255 27 75 49 
35 255 37 72 57 
49 255 44 71 65 
22 255 51 74 71 
76 255 55 79 78 
54 255 60 81 84 
57 255 64 82 92 
57 255 62 85 96 
56 255 62 90 96 
35 255 60 97 95 
96 255 60 105 94 
86 163 51 45 40 
47 160 57 46 44 
100 159 60 47 46 
71 158 60 47 48 
54 158 57 49 47 
78 159 55 51 45 
59 159 53 52 44 
76 159 53 50 44 
71 160 55 46 45 
85 161 57 43 45 
103 162 57 43 43 
79 163 62 43 42 
115 164 67 43 42 
34 166 71 43 43 
115 167 71 44 44 
161 168 74 43 44 
173 170 74 42 45 
110 171 76 42 46 
91 173 74 42 46 
49 174 76 42 47 
125 176 76 42 47 
124 177 74 43 48 
144 179 76 42 47 
113 181 71 42 47 
171 182 78 40 46 
76 184 85 37 47 
52 186 92 36 47 
117 188 90 36 47 
149 189 88 37 49 
120 191 85 37 52 
108 192 83 42 52 
74 194 83 49 49 
74 195 78 55 47 
83 195 76 59 44 
44 196 81 55 48 
129 196 81 49 51 
144 197 76 43 55 
137 199 76 41 55 
146 202 76 40 55 
158 205 74 41 51 
110 208 71 45 46 
141 211 71 49 42 
124 215 71 50 42 
198 220 71 50 45 
238 225 69 49 51 
113 230 69 48 58 
71 235 71 47 62 
56 239 74 48 64 
204 244 74 48 65 
102 247 76 47 66 
110 250 69 51 68 
125 253 64 56 70 
85 255 64 62 77 
134 255 67 65 87 
125 255 69 68 96 
76 255 74 72 101 
83 255 81 77 101 
49 255 88 83 99 
61 255 95 86 97 
37 255 102 84 97 
71 255 104 84 98 
40 255 104 84 99 
44 255 106 82 100 
79 255 106 80 102 
66 255 102 80 103 
49 255 95 76 107 
98 255 95 75 111 
74 255 97 72 113 
25 255 97 72 112 
79 255 97 71 109 
86 255 97 71 108 
30 255 97 71 107 
93 255 95 71 105 
71 255 92 72 101 
73 255 85 73 98 
44 255 83 76 94 
119 255 71 80 87 
68 255 69 83 84 
35 255 69 82 84 
30 255 64 86 81 
76 255 62 89 78 
56 255 62 89 79 
25 255 67 83 85 
56 255 74 78 95 
54 255 76 77 102 
40 255 76 80 106 
37 255 76 88 107 
32 255 74 97 104 
44 255 69 98 98 
54 255 67 90 93 
40 255 62 82 86 
49 255 55 76 80 
49 255 51 71 74 
30 255 48 68 72 
54 255 44 66 70 
40 255 39 66 69 
39 255 37 65 70 
56 255 37 65 69 
28 255 37 64 72 
35 255 37 66 71 
54 255 37 65 76 
44 255 34 70 75 
66 255 39 75 69 
69 255 41 78 61 
51 247 41 77 51 
79 224 39 67 48 
95 204 34 57 44 
105 192 32 48 44 
93 188 37 39 48 
51 188 37 39 49 
79 192 37 46 47 
61 201 34 51 46 
49 215 34 57 44 
85 233 32 63 42 
71 248 23 70 40 
124 255 18 77 39 
93 255 18 82 39 
64 255 25 76 46 
66 255 39 71 54 
74 255 46 71 63 
44 255 51 74 71 
59 255 57 79 77 
51 255 57 82 83 
56 255 62 81 91 
74 255 57 81 94 
56 255 57 87 94 
47 255 57 94 93 
125 255 53 102 92 
105 162 51 43 39 
79 159 55 45 44 
66 159 57 47 47 
69 158 60 46 49 
51 158 57 49 46 
81 158 53 52 44 
83 159 53 54 43 
76 159 53 51 43 
74 160 53 48 44 
119 161 55 44 42 
69 162 60 43 41 
90 163 60 43 41 
44 164 67 43 42 
107 165 71 43 43 
105 167 71 43 44 
57 168 74 43 45 
86 170 74 42 43 
146 171 76 41 45 
229 173 74 42 45 
154 174 74 42 46 
147 176 74 43 46 
115 177 74 43 46 
151 179 74 43 46 
61 181 71 43 45 
61 182 78 40 46 
110 184 88 38 45 
23 185 92 36 47 
153 187 92 35 46 
146 189 90 36 49 
100 190 85 37 52 
153 192 83 43 51 
105 194 81 50 48 
103 195 78 56 46 
137 195 74 59 44 
120 196 78 55 49 
146 197 78 49 52 
141 197 78 44 57 
136 199 78 41 56 
144 202 76 40 55 
110 205 74 42 50 
156 208 71 46 44 
139 211 71 50 41 
83 215 71 53 40 
66 220 74 51 44 
241 225 71 50 50 
198 230 71 48 58 
110 235 74 48 61 
103 240 74 48 62 
64 244 76 48 64 
127 248 76 50 64 
105 251 69 55 66 
154 254 64 60 68 
124 255 64 65 73 
56 255 67 68 81 
64 255 71 69 92 
61 255 74 74 98 
40 255 78 80 99 
28 255 85 86 98 
54 255 95 89 96 
30 255 104 85 98 
44 255 104 84 98 
49 255 104 83 100 
56 255 106 83 101 
69 255 108 82 103 
45 255 104 81 105 
66 255 97 79 107 
64 255 95 77 111 
49 255 97 75 113 
59 255 99 73 111 
93 255 99 74 109 
64 255 99 74 108 
79 255 99 74 106 
27 255 97 74 104 
56 255 92 74 100 
81 255 85 76 97 
45 255 81 79 92 
45 255 67 87 82 
20 255 64 86 82 
74 255 71 81 88 
44 255 67 80 86 
98 255 67 80 87 
90 255 69 79 87 
66 255 69 80 88 
59 255 74 78 94 
71 255 76 78 99 
59 255 74 81 105 
54 255 74 88 108 
35 255 76 94 107 
49 255 71 97 102 
25 255 69 94 95 
35 255 64 87 88 
64 255 55 79 79 
85 255 51 74 74 
51 255 46 70 71 
64 255 46 67 72 
81 255 41 66 71 
61 255 39 65 71 
62 255 39 62 72 
34 255 39 61 73 
51 255 39 61 75 
61 255 39 63 77 
57 255 34 67 77 
39 255 41 71 72 
47 255 44 73 65 
90 250 48 71 57 
45 232 41 65 51 
85 211 37 57 46 
176 196 34 49 44 
45 188 34 45 44 
49 185 34 45 46 
74 187 34 48 46 
78 195 32 53 45 
79 208 30 58 44 
127 224 27 64 41 
76 242 20 70 40 
54 254 13 76 40 
56 255 20 79 41 
74 255 23 76 47 
91 255 34 72 54 
71 255 46 73 62 
59 255 53 77 69 
105 255 55 82 76 
69 255 55 83 83 
45 255 57 80 90 
62 255 55 81 93 
56 255 55 86 93 
30 255 55 92 92 
69 255 53 99 90 
83 161 48 42 39 
44 158 53 44 43 
57 158 57 46 47 
103 158 57 46 48 
95 158 55 49 47 
78 158 53 52 44 
113 158 53 53 43 
103 159 51 52 43 
71 160 53 49 42 
93 161 55 46 41 
107 162 57 43 40 
120 163 62 44 40 
113 164 64 43 41 
88 165 69 43 43 
139 167 71 43 44 
142 168 71 43 44 
0 170 71 42 44 
42 171 71 41 44 
45 173 74 42 44 
27 174 71 42 45 
151 176 71 43 45 
66 177 71 43 45 
74 179 74 43 44 
113 181 71 43 44 
141 182 78 42 44 
149 184 88 39 45 
120 185 90 37 46 
144 187 90 35 47 
130 188 90 36 49 
62 190 85 37 52 
93 192 83 43 50 
127 194 81 50 48 
122 195 78 56 46 
156 196 74 58 45 
110 196 76 56 48 
176 197 78 50 51 
154 198 78 45 54 
105 200 78 42 55 
149 202 74 42 52 
120 205 74 44 49 
139 208 71 48 44 
119 212 71 51 40 
124 216 71 52 41 
110 220 74 51 44 
136 225 74 50 50 
187 230 74 49 56 
115 235 76 48 60 
90 240 76 48 62 
79 244 76 48 63 
129 248 78 52 63 
141 251 71 58 64 
119 254 69 63 67 
86 255 69 65 74 
49 255 69 67 80 
66 255 71 70 89 
30 255 74 77 95 
40 255 76 85 98 
66 255 85 90 98 
85 255 90 92 96 
64 255 99 91 94 
64 255 102 89 97 
45 255 104 87 99 
49 255 106 86 101 
61 255 106 85 103 
59 255 99 84 104 
56 255 90 81 107 
66 255 95 80 109 
59 255 97 77 110 
51 255 102 76 110 
59 255 102 77 108 
49 255 99 77 106 
51 255 99 77 105 
30 255 97 76 103 
74 255 92 74 100 
35 255 88 73 98 
54 255 78 81 91 
59 255 64 90 80 
49 255 64 85 83 
64 255 71 79 91 
45 255 74 74 93 
18 255 74 71 94 
35 255 74 72 94 
44 255 74 76 92 
35 255 74 81 92 
51 255 74 81 95 
61 255 71 83 102 
56 255 74 84 108 
35 255 78 89 110 
56 255 76 93 107 
37 255 71 95 99 
45 255 64 90 89 
83 255 55 83 79 
54 255 51 77 74 
74 255 46 73 71 
66 255 46 71 73 
56 255 44 67 73 
59 255 44 63 75 
62 255 44 60 76 
40 255 44 58 76 
49 255 46 57 77 
69 255 44 59 77 
69 255 44 62 77 
74 255 46 64 75 
66 255 48 65 70 
136 252 51 65 64 
110 238 48 62 57 
6 216 41 58 50 
105 199 37 53 46 
78 188 34 49 43 
30 184 32 48 42 
88 185 30 50 42 
49 191 30 54 42 
95 203 27 59 41 
90 216 23 64 40 
95 234 18 69 39 
73 252 18 73 39 
51 255 20 75 42 
69 255 18 74 50 
57 255 30 73 58 
49 255 39 75 66 
69 255 44 79 73 
56 255 48 84 79 
76 255 51 82 84 
71 255 55 82 88 
42 255 53 84 90 
40 255 53 87 91 
20 255 53 92 92 
66 255 53 97 92 
112 160 48 41 39 
69 158 53 44 44 
69 158 55 45 46 
95 158 57 46 48 
51 158 53 48 45 
107 158 51 51 43 
108 158 51 52 41 
74 159 53 51 42 
85 160 51 49 40 
79 161 53 46 39 
96 162 57 44 39 
125 163 60 44 39 
129 164 64 44 41 
40 165 67 43 42 
139 167 69 43 43 
130 168 69 42 43 
64 170 71 41 43 
125 171 71 41 43 
11 173 71 41 44 
0 174 71 42 44 
42 176 71 42 44 
85 177 71 43 44 
161 179 71 43 43 
119 181 71 43 43 
32 182 78 43 43 
86 184 85 42 44 
141 185 88 40 45 
136 187 88 38 46 
153 188 85 37 48 
156 190 85 38 51 
103 192 83 43 50 
119 193 81 49 48 
130 195 76 55 46 
105 196 74 58 44 
108 197 74 59 45 
115 198 76 52 49 
110 199 76 48 52 
147 200 76 46 53 
166 203 74 45 51 
207 206 71 46 48 
132 209 71 48 44 
161 212 71 50 42 
219 217 74 51 42 
149 221 74 50 45 
170 226 71 50 50 
193 230 74 48 55 
200 235 76 49 58 
149 240 76 49 60 
120 245 78 50 62 
76 248 81 54 61 
95 252 76 59 63 
62 255 76 63 68 
124 255 76 65 75 
73 255 76 68 80 
62 255 76 73 87 
54 255 71 82 93 
32 255 76 90 97 
51 255 83 96 97 
30 255 88 97 96 
45 255 95 96 96 
57 255 102 93 97 
22 255 106 91 100 
59 255 104 91 103 
79 255 99 89 103 
52 255 92 87 104 
47 255 90 85 105 
56 255 95 81 106 
44 255 99 79 107 
40 255 106 77 109 
66 255 104 78 106 
71 255 104 78 104 
40 255 99 78 103 
47 255 97 76 101 
40 255 92 74 100 
49 255 85 75 97 
35 255 78 79 92 
66 255 69 83 84 
66 255 67 82 85 
45 255 74 76 92 
56 255 74 71 95 
45 255 78 63 99 
54 255 78 63 99 
35 255 74 74 92 
28 255 71 80 88 
42 255 76 81 91 
45 255 69 82 97 
27 255 71 82 106 
32 255 78 83 110 
25 255 78 86 110 
40 255 74 90 102 
28 255 64 90 90 
47 255 55 85 79 
56 255 48 80 73 
86 255 46 78 70 
37 255 48 72 74 
51 255 48 67 76 
76 255 48 61 78 
51 255 48 57 79 
40 255 48 54 78 
66 255 48 54 78 
44 255 51 55 77 
49 255 53 57 77 
28 255 55 58 77 
18 255 53 59 75 
47 253 57 60 69 
103 240 55 60 61 
51 218 46 57 53 
34 200 37 54 47 
81 189 32 53 42 
115 184 30 50 39 
69 185 27 52 40 
71 190 25 56 40 
76 200 23 61 38 
95 211 18 65 38 
95 227 18 68 38 
119 247 18 71 38 
105 255 20 73 43 
62 255 16 73 53 
73 255 20 73 62 
73 255 27 77 71 
76 255 37 81 78 
61 255 41 83 82 
69 255 48 84 85 
61 255 48 86 86 
66 255 48 88 87 
69 255 51 90 88 
52 255 53 91 90 
34 255 55 95 93 
79 160 46 40 39 
71 158 51 43 44 
88 158 53 44 46 
79 158 53 45 47 
83 158 51 47 43 
88 158 48 50 40 
96 159 48 50 39 
45 159 48 50 39 
62 160 51 48 38 
66 161 53 47 38 
85 162 55 44 38 
32 163 57 44 39 
28 164 62 44 40 
93 165 64 43 41 
190 167 67 42 42 
146 168 69 42 42 
134 170 69 41 42 
193 171 71 41 42 
180 173 69 41 43 
35 174 69 41 43 
34 175 69 42 42 
164 177 69 42 43 
122 179 71 43 43 
98 180 74 45 43 
102 182 78 45 43 
68 184 85 44 44 
159 185 85 43 44 
180 186 85 42 45 
68 188 83 41 46 
91 190 83 42 50 
95 191 83 44 49 
86 193 81 48 48 
90 195 76 53 46 
85 196 71 58 43 
188 197 74 58 44 
164 199 74 56 47 
91 200 76 53 49 
125 201 76 50 50 
197 204 74 48 49 
248 207 69 51 46 
166 210 69 50 44 
149 214 71 50 44 
108 218 71 51 44 
108 222 74 49 48 
125 227 71 48 50 
79 231 74 48 54 
25 236 74 49 57 
49 240 74 49 59 
61 245 76 49 59 
74 250 85 53 61 
96 254 85 59 62 
108 255 85 62 68 
79 255 85 66 75 
81 255 81 71 80 
25 255 78 79 87 
35 255 74 88 92 
35 255 76 96 96 
66 255 74 102 98 
47 255 85 103 98 
39 255 95 102 97 
40 255 104 99 99 
90 255 102 97 101 
39 255 95 96 103 
73 255 90 94 105 
59 255 85 90 104 
76 255 90 87 103 
56 255 95 83 104 
42 255 102 80 105 
49 255 108 79 105 
113 255 111 78 104 
93 255 108 79 103 
61 255 104 78 102 
56 255 99 77 100 
59 255 92 75 98 
51 255 85 73 98 
30 255 78 75 94 
40 255 71 77 88 
42 255 69 77 87 
37 255 69 78 90 
54 255 71 73 93 
44 255 74 71 94 
37 255 74 71 92 
49 255 71 75 88 
45 255 71 80 85 
64 255 71 83 85 
81 255 67 82 91 
95 255 67 80 99 
51 255 76 78 106 
34 255 81 80 109 
27 255 71 84 101 
44 255 64 84 91 
51 255 57 82 82 
83 255 53 78 77 
125 255 51 74 74 
45 255 51 70 77 
59 255 51 65 79 
66 255 53 59 82 
51 255 53 54 82 
71 255 53 51 81 
159 255 51 52 79 
74 255 53 53 78 
64 255 53 53 77 
81 255 55 55 77 
51 255 55 56 78 
20 251 60 57 73 
10 234 60 57 64 
166 213 48 58 54 
28 197 41 55 48 
35 187 34 53 42 
102 184 27 52 38 
93 186 25 53 38 
107 191 23 57 37 
110 199 20 62 37 
105 209 16 64 34 
81 225 16 67 35 
76 246 18 69 38 
88 255 16 70 44 
56 255 16 73 54 
51 255 16 76 65 
49 255 20 81 75 
42 255 30 84 82 
90 255 37 83 85 
74 255 44 85 86 
51 255 44 90 84 
49 255 44 93 84 
59 255 48 93 84 
66 255 51 91 90 
47 255 55 93 93 
125 159 46 41 41 
69 158 48 43 45 
76 158 51 43 47 
90 158 51 44 46 
88 158 48 45 41 
85 159 46 48 38 
73 159 48 49 37 
85 159 48 48 36 
120 160 48 48 36 
73 161 51 46 36 
66 162 53 44 37 
119 163 57 44 38 
120 164 60 44 39 
149 165 62 43 41 
103 167 64 42 42 
108 168 67 41 42 
100 170 69 41 41 
100 171 69 41 42 
125 173 69 41 42 
120 174 69 41 42 
156 175 69 41 42 
61 177 69 42 42 
112 178 71 43 42 
83 180 74 45 42 
102 182 81 46 42 
103 183 83 47 42 
125 185 83 47 43 
161 186 83 45 44 
151 188 83 44 45 
171 189 83 44 48 
158 191 83 45 50 
40 193 81 48 49 
161 195 78 52 47 
154 196 74 56 46 
79 198 74 58 44 
141 199 71 58 44 
103 201 74 57 46 
113 202 74 54 48 
171 205 74 51 47 
137 208 71 51 45 
147 211 69 50 46 
166 215 69 50 45 
125 219 71 49 46 
105 224 69 48 49 
113 228 71 47 51 
110 232 74 47 53 
154 236 74 48 55 
171 241 76 49 58 
166 245 83 50 57 
96 251 90 52 59 
79 254 95 58 62 
59 255 97 62 68 
56 255 95 69 75 
49 255 88 75 80 
51 255 81 84 86 
73 255 76 94 90 
34 255 74 102 95 
40 255 74 107 97 
51 255 81 108 98 
61 255 90 107 98 
39 255 102 105 99 
45 255 97 103 102 
59 255 90 102 106 
57 255 78 98 106 
71 255 76 93 105 
71 255 83 88 103 
39 255 95 84 103 
66 255 104 81 103 
56 255 113 80 104 
56 255 113 79 103 
74 255 111 80 102 
32 255 106 79 101 
93 255 102 75 101 
39 255 92 71 101 
74 255 88 70 100 
74 255 81 70 97 
35 255 76 71 92 
42 255 69 74 88 
61 255 71 77 87 
37 255 69 78 86 
61 255 69 78 87 
44 255 69 77 86 
23 255 69 78 84 
49 255 67 81 82 
35 255 67 84 80 
11 255 62 83 82 
35 255 62 81 88 
32 255 64 79 95 
45 255 71 77 99 
64 255 67 75 96 
74 255 62 78 89 
45 255 60 76 84 
54 255 55 73 80 
54 255 53 69 78 
44 255 53 65 79 
62 255 55 60 82 
57 255 57 55 85 
45 255 55 51 84 
57 255 55 49 82 
125 255 53 53 78 
54 255 51 52 77 
23 255 51 54 76 
124 255 51 55 76 
122 252 53 59 76 
79 241 60 58 70 
59 221 60 58 62 
192 205 51 57 53 
132 191 44 56 47 
86 185 34 54 43 
59 184 30 52 38 
51 188 25 54 36 
66 194 20 58 36 
90 201 18 62 35 
74 211 13 65 33 
74 227 16 66 35 
85 247 18 67 37 
110 255 18 69 45 
51 255 16 74 55 
103 255 13 78 66 
108 255 23 84 75 
95 255 30 84 82 
91 255 37 83 86 
71 255 41 86 85 
52 255 39 92 82 
56 255 39 96 81 
74 255 46 96 82 
40 255 53 91 89 
22 255 55 90 94 
56 157 44 41 42 
79 157 46 42 45 
90 157 48 42 46 
103 157 46 42 44 
96 158 44 45 40 
93 158 41 47 36 
115 159 46 47 34 
107 159 46 47 34 
79 160 46 46 33 
76 161 51 47 35 
151 162 53 46 36 
178 163 55 44 38 
154 164 57 44 39 
115 165 60 42 40 
110 167 64 42 41 
170 168 67 41 41 
90 170 69 41 41 
149 171 69 41 41 
153 172 69 41 41 
74 174 69 41 41 
74 175 67 41 41 
130 176 69 42 41 
110 178 71 43 42 
166 180 74 46 42 
171 182 78 48 42 
161 183 81 49 43 
144 185 81 49 42 
175 186 81 49 42 
141 187 81 48 44 
164 189 81 47 47 
124 191 81 46 49 
49 193 78 47 49 
113 195 76 51 47 
125 197 74 55 45 
151 198 71 59 42 
119 200 69 63 41 
139 202 71 61 44 
153 203 71 58 46 
124 206 71 54 46 
129 209 71 52 46 
90 213 69 50 47 
125 217 69 50 48 
139 221 71 48 50 
168 225 71 48 50 
85 229 71 47 51 
88 233 74 46 52 
156 237 74 48 54 
136 241 76 49 55 
56 247 85 50 56 
127 252 95 52 58 
125 255 108 57 62 
68 255 102 64 68 
69 255 99 71 75 
51 255 92 81 82 
23 255 83 91 87 
51 255 76 101 91 
51 255 74 108 95 
62 255 71 112 98 
49 255 78 113 100 
56 255 90 111 100 
76 255 102 109 101 
56 255 95 107 104 
78 255 83 105 107 
95 255 71 101 108 
98 255 71 95 106 
64 255 81 89 102 
69 255 95 85 101 
83 255 106 82 100 
85 255 113 80 101 
52 255 113 80 102 
74 255 113 81 101 
88 255 111 79 101 
83 255 104 74 101 
23 255 95 70 102 
32 255 88 66 102 
54 255 85 65 101 
45 255 81 67 96 
61 255 71 72 90 
64 255 71 80 81 
30 255 71 84 79 
28 255 69 83 80 
34 255 69 81 80 
40 255 67 81 80 
32 255 64 82 78 
52 255 62 84 74 
42 255 60 87 72 
42 255 57 86 73 
47 255 57 83 79 
74 255 57 78 86 
51 255 62 74 88 
40 255 60 71 87 
40 255 62 68 85 
66 255 60 66 83 
69 255 57 63 81 
56 255 60 60 83 
59 255 62 55 85 
45 255 62 52 87 
56 255 60 48 84 
107 255 55 49 81 
79 255 51 50 77 
35 255 48 54 74 
54 254 46 56 70 
180 248 48 59 71 
103 237 48 62 72 
141 222 55 61 66 
51 208 55 59 59 
147 194 51 57 52 
139 185 44 55 47 
149 183 37 54 42 
119 185 30 53 38 
79 191 25 54 37 
61 197 20 58 36 
110 205 18 61 34 
66 215 13 64 32 
39 230 13 65 34 
79 248 18 67 38 
83 255 18 69 45 
83 255 18 74 55 
5 255 16 80 66 
35 255 23 85 75 
66 255 27 85 82 
44 255 37 82 85 
51 255 37 86 85 
49 255 41 92 83 
52 255 39 94 81 
59 255 46 92 83 
37 255 51 89 88 
51 255 55 88 93 
52 157 44 41 43 
56 157 46 41 45 
81 157 46 41 45 
129 157 44 41 43 
115 158 41 43 38 
124 158 41 44 33 
100 159 44 45 31 
115 159 44 45 31 
166 160 46 46 31 
44 161 48 46 33 
98 162 51 46 35 
125 163 55 44 38 
175 164 55 43 39 
115 165 57 42 40 
120 167 62 41 40 
100 168 67 41 41 
141 169 67 41 41 
105 171 69 41 41 
25 172 69 41 41 
161 173 67 41 40 
166 174 67 41 40 
51 176 69 42 41 
100 178 71 44 42 
144 180 74 47 42 
178 182 78 49 42 
117 183 78 50 42 
100 185 78 52 42 
93 186 78 52 42 
39 187 78 50 43 
32 189 78 48 46 
64 191 78 47 48 
195 193 78 47 48 
195 195 76 50 48 
141 197 74 55 45 
110 199 71 60 42 
74 201 69 65 40 
